Genes	GO_term	GO_id	TAIR_id	category	GO_slim
AT1G69210	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69220	ATP binding	GO:0005524	894.0	func	nucleotide binding | other binding
AT1G69230	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69240	methyl indole-3-acetate esterase activity	GO:0080030	31248.0	func	hydrolase activity
AT1G69250	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT1G69270	identical protein binding	GO:0042802	15210.0	func	protein binding
AT1G69280	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69290	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69295	polysaccharide binding	GO:0030247	8585.0	func	carbohydrate binding
AT1G69310	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G69320	receptor serine/threonine kinase binding	GO:0033612	28035.0	func	signaling receptor binding
AT1G69340	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69360	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69370	chorismate mutase activity	GO:0004106	1931.0	func	catalytic activity
AT1G69380	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69390	protein binding	GO:0005515	3877.0	func	protein binding
AT1G69400	ubiquitin binding	GO:0043130	18481.0	func	protein binding
AT1G69410	ribosome binding	GO:0043022	17747.0	func	other binding
AT1G69420	protein-cysteine S-palmitoyltransferase activity	GO:0019706	9634.0	func	transferase activity | catalytic activity
AT1G69430	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69450	calcium activated cation channel activity	GO:0005227	1754.0	func	transporter activity
AT1G69470	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69480	inositol hexakisphosphate binding	GO:0000822	28882.0	func	other binding
AT1G69485	structural constituent of ribosome	GO:0003735	4271.0	func	structural molecule activity
AT1G69490	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G69500	alkane 1-monooxygenase activity	GO:0018685	8219.0	func	catalytic activity
AT1G69510	protein phosphatase inhibitor activity	GO:0004864	3898.0	func	enzyme regulator activity
AT1G69520	methyltransferase activity	GO:0008168	3208.0	func	transferase activity
AT1G69523	methyltransferase activity	GO:0008168	3208.0	func	transferase activity
AT1G69526	methyltransferase activity	GO:0008168	3208.0	func	transferase activity
AT1G69540	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G69550	ADP binding	GO:0043531	22291.0	func	nucleotide binding | other binding
AT1G69560	protein binding	GO:0005515	3877.0	func	protein binding
AT1G69570	DNA binding	GO:0003677	961.0	func	DNA binding
AT1G69580	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G69588	receptor serine/threonine kinase binding	GO:0033612	28035.0	func	signaling receptor binding
AT1G69600	protein homodimerization activity	GO:0042803	15211.0	func	protein binding
AT1G69620	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT1G69630	protein binding	GO:0005515	3877.0	func	protein binding
AT1G69640	iron ion binding	GO:0005506	2918.0	func	other binding
AT1G69670	ubiquitin protein ligase binding	GO:0031625	21916.0	func	protein binding
AT1G69680	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69690	protein binding	GO:0005515	3877.0	func	protein binding
AT1G69700	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69720	heme oxygenase (decyclizing) activity	GO:0004392	2656.0	func	catalytic activity
AT1G69730	kinase activity	GO:0016301	2953.0	func	kinase activity
AT1G69740	porphobilinogen synthase activity	GO:0004655	3802.0	func	catalytic activity
AT1G69750	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69760	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69770	chromatin binding	GO:0003682	1936.0	func	chromatin binding
AT1G69780	sequence-specific DNA binding	GO:0043565	22416.0	func	DNA binding
AT1G69810	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G69820	peptidyltransferase activity	GO:0000048	3624.0	func	catalytic activity | transferase activity
AT1G69830	alpha-amylase activity	GO:0004556	1468.0	func	hydrolase activity
AT1G69840	protein binding	GO:0005515	3877.0	func	protein binding
AT1G69850	abscisic acid transmembrane transporter activity	GO:0090440	44160.0	func	transporter activity
AT1G69860	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT1G69870	low-affinity nitrate transmembrane transporter activity	GO:0080054	31838.0	func	transporter activity
AT1G69890	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69900	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G69910	protein serine/threonine kinase activity	GO:0004674	3907.0	func	kinase activity | catalytic activity | transferase activity
AT1G69920	glutathione transferase activity	GO:0004364	2545.0	func	transferase activity
AT1G69930	glutathione transferase activity	GO:0004364	2545.0	func	transferase activity
AT1G69935	protein binding	GO:0005515	3877.0	func	protein binding
AT1G69940	pectinesterase activity	GO:0030599	10939.0	func	hydrolase activity
AT1G69960	protein binding	GO:0005515	3877.0	func	protein binding
AT1G69970	receptor serine/threonine kinase binding	GO:0033612	28035.0	func	signaling receptor binding
AT1G69990	identical protein binding	GO:0042802	15210.0	func	protein binding
AT1G70000	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G70020	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70030	transcription corepressor activity	GO:0003714	4447.0	func	transcription regulator activity
AT1G70040	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70060	transcription corepressor activity	GO:0003714	4447.0	func	transcription regulator activity
AT1G70070	RNA binding	GO:0003723	1217.0	func	RNA binding
AT1G70080	cyclase activity	GO:0009975	13887.0	func	catalytic activity
AT1G70090	polygalacturonate 4-alpha-galacturonosyltransferase activity	GO:0047262	15838.0	func	transferase activity
AT1G70100	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70110	transmembrane receptor protein serine/threonine kinase activity	GO:0004675	4493.0	func	transferase activity | signaling receptor activity | kinase activity | catalytic activity
AT1G70130	kinase activity	GO:0016301	2953.0	func	kinase activity
AT1G70140	profilin binding	GO:0005522	3834.0	func	protein binding
AT1G70160	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70170	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G70190	structural constituent of ribosome	GO:0003735	4271.0	func	structural molecule activity
AT1G70200	rRNA binding	GO:0019843	9774.0	func	RNA binding
AT1G70210	cyclin-dependent protein serine/threonine kinase regulator activity	GO:0016538	2025.0	func	enzyme regulator activity
AT1G70220	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70230	O-acetyltransferase activity	GO:0016413	1171.0	func	transferase activity
AT1G70260	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT1G70280	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70290	catalytic activity	GO:0003824	2265.0	func	catalytic activity
AT1G70300	potassium ion transmembrane transporter activity	GO:0015079	3807.0	func	transporter activity
AT1G70310	spermidine synthase activity	GO:0004766	4214.0	func	transferase activity
AT1G70320	ubiquitin protein ligase activity	GO:0061630	45660.0	func	catalytic activity | transferase activity
AT1G70330	nucleoside transmembrane transporter activity	GO:0005337	3384.0	func	transporter activity
AT1G70340	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70350	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70360	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70380	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70390	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70400	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70410	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G70430	protein kinase activity	GO:0004672	3889.0	func	transferase activity | catalytic activity | kinase activity
AT1G70440	NAD+ ADP-ribosyltransferase activity	GO:0003950	1139.0	func	transferase activity
AT1G70460	protein kinase binding	GO:0019901	9733.0	func	protein binding
AT1G70470	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70475	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70480	cation channel activity	GO:0005261	1866.0	func	transporter activity
AT1G70490	phospholipase activator activity	GO:0016004	3708.0	func	enzyme regulator activity
AT1G70500	polygalacturonase activity	GO:0004650	3789.0	func	hydrolase activity
AT1G70505	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70510	RNA polymerase II cis-regulatory region sequence-specific DNA binding	GO:0000978	35769.0	func	nucleic acid binding | DNA binding
AT1G70520	protein binding	GO:0005515	3877.0	func	protein binding
AT1G70530	protein serine/threonine kinase activity	GO:0004674	3907.0	func	catalytic activity | transferase activity | kinase activity
AT1G70540	pectinesterase inhibitor activity	GO:0046910	14197.0	func	enzyme regulator activity
AT1G70560	L-phenylalanine:pyruvate aminotransferase activity	GO:0047312	15883.0	func	transferase activity
AT1G70570	GMP synthase (glutamine-hydrolyzing) activity	GO:0003922	1030.0	func	catalytic activity
AT1G70580	glycine:2-oxoglutarate aminotransferase activity	GO:0047958	16865.0	func	transferase activity
AT1G70590	protein binding	GO:0005515	3877.0	func	protein binding
AT1G70600	structural constituent of ribosome	GO:0003735	4271.0	func	structural molecule activity
AT1G70610	ATPase-coupled transmembrane transporter activity	GO:0042626	14104.0	func	transporter activity
AT1G70620	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70630	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT1G70640	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70660	protein binding	GO:0005515	3877.0	func	protein binding
AT1G70670	plant seed peroxidase activity	GO:1990137	45498.0	func	catalytic activity
AT1G70680	calcium ion binding	GO:0005509	1755.0	func	other binding
AT1G70700	protein binding	GO:0005515	3877.0	func	protein binding
AT1G70710	cellulase activity	GO:0008810	1880.0	func	hydrolase activity
AT1G70720	enzyme inhibitor activity	GO:0004857	2267.0	func	enzyme regulator activity
AT1G70730	magnesium ion binding	GO:0000287	3101.0	func	other binding
AT1G70740	protein serine/threonine kinase activity	GO:0004674	3907.0	func	kinase activity | catalytic activity | transferase activity
AT1G70750	myosin XI tail binding	GO:0080115	31978.0	func	protein binding
AT1G70760	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	GO:0016655	3474.0	func	catalytic activity
AT1G70770	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT1G70780	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70790	GTPase activator activity	GO:0005096	1042.0	func	enzyme regulator activity
AT1G70800	protein binding	GO:0005515	3877.0	func	protein binding
AT1G70810	phospholipid binding	GO:0005543	3710.0	func	lipid binding | other binding
AT1G70820	intramolecular transferase activity, phosphotransferases	GO:0016868	2905.0	func	catalytic activity
AT1G70830	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70840	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70850	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70860	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70870	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70880	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70890	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70900	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70920	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G70940	auxin efflux transmembrane transporter activity	GO:0010329	26467.0	func	transporter activity
AT1G70950	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70960	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70970	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70980	asparagine-tRNA ligase activity	GO:0004816	1609.0	func	catalytic activity
AT1G70985	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G70990	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G71010	1-phosphatidylinositol-3-phosphate 5-kinase activity	GO:0000285	748.0	func	kinase activity | transferase activity
AT1G71015	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G71020	ubiquitin-protein transferase activity	GO:0004842	4573.0	func	catalytic activity | transferase activity
AT1G71030	transcription regulatory region sequence-specific DNA binding	GO:0000976	35767.0	func	DNA binding | nucleic acid binding
AT1G71040	oxidoreductase activity	GO:0016491	3460.0	func	catalytic activity
AT1G71070	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT1G71090	auxin efflux transmembrane transporter activity	GO:0010329	26467.0	func	transporter activity
AT1G71100	ribose-5-phosphate isomerase activity	GO:0004751	4062.0	func	catalytic activity
AT1G71110	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G71120	lipase activity	GO:0016298	3019.0	func	hydrolase activity
AT1G71130	protein binding	GO:0005515	3877.0	func	protein binding
AT1G71140	xenobiotic transmembrane transporter activity	GO:0042910	17153.0	func	transporter activity
AT1G71150	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
