	Genes	GO_term	GO_id	TAIR_id	GO_slim
4153	AT1G62310	protein serine/threonine kinase activity	0004674	3907.0	kinase activity | transferase activity | catalytic activity
4154	AT1G62320	calmodulin binding	0005516	1783.0	protein binding
4155	AT1G62330	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4156	AT1G62350	calmodulin binding	0005516	1783.0	protein binding
4157	AT1G62360	poly(A)-specific ribonuclease activity	0004535	3780.0	nuclease activity | catalytic activity
4158	AT1G62370	ATP binding	0005524	894.0	nucleotide binding | other binding
4159	AT1G62380	protein serine/threonine kinase activity	0004674	3907.0	catalytic activity | transferase activity | kinase activity
4160	AT1G62390	protein serine/threonine kinase activity	0004674	3907.0	catalytic activity | transferase activity | kinase activity
4161	AT1G62400	calmodulin binding	0005516	1783.0	protein binding
4162	AT1G62410	protein binding	0005515	3877.0	protein binding
4163	AT1G62420	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4164	AT1G62422	protein serine/threonine kinase activity	0004674	3907.0	transferase activity | catalytic activity | kinase activity
4165	AT1G62430	hormone activity	0005179	2737.0	signaling receptor binding
4166	AT1G62440	hormone activity	0005179	2737.0	signaling receptor binding
4167	AT1G62450	copper ion binding	0005507	1990.0	other binding
4168	AT1G62480	structural constituent of ribosome	0003735	4271.0	structural molecule activity
4169	AT1G62490	kinase activity	0016301	2953.0	kinase activity
4170	AT1G62500	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4171	AT1G62510	protein serine/threonine kinase activity	0004674	3907.0	kinase activity | transferase activity | catalytic activity
4172	AT1G62520	ubiquitin protein ligase activity	0061630	45660.0	catalytic activity | transferase activity
4173	AT1G62530	nucleoside transmembrane transporter activity	0005337	3384.0	transporter activity
4174	AT1G62540	DNA-binding transcription activator activity, RNA polymerase II-specific	0001228	40764.0	DNA-binding transcription factor activity
4175	AT1G62560	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4176	AT1G62570	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4177	AT1G62580	terpene synthase activity	0010333	26549.0	catalytic activity
4178	AT1G62590	phosphatidylinositol binding	0035091	17931.0	other binding | lipid binding
4179	AT1G62600	DNA-directed 5'-3' RNA polymerase activity	0003899	992.0	catalytic activity | transferase activity
4180	AT1G62610	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4181	AT1G62620	oxidoreductase activity	0016491	3460.0	catalytic activity
4182	AT1G62630	protein binding	0005515	3877.0	protein binding
4183	AT1G62640	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4184	AT1G62660	microtubule binding	0008017	3214.0	protein binding
4185	AT1G62670	protein binding	0005515	3877.0	protein binding
4186	AT1G62680	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4187	AT1G62690	phosphoglycerate transmembrane transporter activity	0015120	3698.0	transporter activity
4188	AT1G62700	coniferin beta-glucosidase activity	0047782	16369.0	hydrolase activity
4189	AT1G62710	hydrolase activity, hydrolyzing O-glycosyl compounds	0004553	2781.0	hydrolase activity
4190	AT1G62720	galactolipase activity	0047714	16308.0	hydrolase activity
4191	AT1G62730	xenobiotic transmembrane transporter activity	0042910	17153.0	transporter activity
4192	AT1G62740	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4193	AT1G62750	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4194	AT1G62760	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4195	AT1G62770	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
4196	AT1G62780	calcium ion binding	0005509	1755.0	other binding
4197	AT1G62790	double-stranded DNA binding	0003690	2198.0	DNA binding
4198	AT1G62800	double-stranded DNA binding	0003690	2198.0	DNA binding
4199	AT1G62810	double-stranded DNA binding	0003690	2198.0	DNA binding
4200	AT1G62820	double-stranded DNA binding	0003690	2198.0	DNA binding
4201	AT1G62830	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4202	AT1G62840	double-stranded DNA binding	0003690	2198.0	DNA binding
4203	AT1G62850	structural molecule activity	0005198	4259.0	structural molecule activity
4204	AT1G62870	protein binding	0005515	3877.0	protein binding
4205	AT1G62880	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4206	AT1G62886	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4207	AT1G62900	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4208	AT1G62910	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4209	AT1G62914	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4210	AT1G62915	double-stranded DNA binding	0003690	2198.0	DNA binding
4211	AT1G62920	double-stranded DNA binding	0003690	2198.0	DNA binding
4212	AT1G62930	double-stranded DNA binding	0003690	2198.0	DNA binding
4213	AT1G62935	ATP binding	0005524	894.0	other binding | nucleotide binding
4214	AT1G62950	double-stranded DNA binding	0003690	2198.0	DNA binding
4215	AT1G62960	serine-type endopeptidase inhibitor activity	0004867	4104.0	enzyme regulator activity
4216	AT1G62970	serine-type endopeptidase inhibitor activity	0004867	4104.0	enzyme regulator activity
4217	AT1G62975	phosphoadenylyl-sulfate reductase (thioredoxin) activity	0004604	3681.0	catalytic activity
4218	AT1G62981	transmembrane transporter activity	0022857	27431.0	transporter activity
4219	AT1G62990	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4220	AT1G63000	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4221	AT1G63010	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4222	AT1G63020	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4223	AT1G63030	RNA binding	0003723	1217.0	RNA binding
4224	AT1G63050	voltage-gated anion channel activity	0008308	4636.0	transporter activity
4225	AT1G63080	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4226	AT1G63090	voltage-gated anion channel activity	0008308	4636.0	transporter activity
4227	AT1G63100	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
4228	AT1G63105	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
4229	AT1G63110	histone demethylase activity (H3-K9 specific)	0032454	25449.0	catalytic activity
4230	AT1G63120	calcium activated cation channel activity	0005227	1754.0	transporter activity
4231	AT1G63130	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
4232	AT1G63150	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4233	AT1G63160	serine-type endopeptidase activity	0004252	4112.0	hydrolase activity | catalytic activity
4234	AT1G63170	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4235	AT1G63180	protein binding	0005515	3877.0	protein binding
4236	AT1G63210	1-aminocyclopropane-1-carboxylate oxidase activity	0009815	744.0	catalytic activity
4237	AT1G63220	mRNA binding	0003729	3091.0	RNA binding
4238	AT1G63230	transmembrane receptor protein tyrosine kinase activity	0004714	4496.0	kinase activity | catalytic activity | transferase activity | signaling receptor activity
4239	AT1G63240	translation initiation factor activity	0003743	4485.0	translation factor activity, RNA binding
4240	AT1G63245	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4241	AT1G63250	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4242	AT1G63260	phosphatidate cytidylyltransferase activity	0004605	3654.0	transferase activity
4243	AT1G63270	structural constituent of cell wall	0005199	1879.0	structural molecule activity
4244	AT1G63280	Rac GTPase binding	0048365	18619.0	protein binding
4245	AT1G63290	double-stranded DNA binding	0003690	2198.0	DNA binding
4246	AT1G63295	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4247	AT1G63300	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4248	AT1G63310	protein binding	0005515	3877.0	protein binding
4249	AT1G63320	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4250	AT1G63330	7-methylthiopropyl glucosinolate S-oxygenase activity	0080106	31992.0	catalytic activity
4251	AT1G63340	5-methylthiopropyl glucosinolate S-oxygenase activity	0080104	31990.0	catalytic activity
4252	AT1G63350	8-methylthiopropyl glucosinolate S-oxygenase activity	0080107	31993.0	catalytic activity
4253	AT1G63360	flavin adenine dinucleotide binding	0050660	17564.0	other binding | nucleotide binding
4254	AT1G63370	adenylate cyclase activity	0004016	1397.0	catalytic activity
4255	AT1G63380	N,N-dimethylaniline monooxygenase activity	0004499	2165.0	catalytic activity
4256	AT1G63390	oxidoreductase activity	0016491	3460.0	catalytic activity
4257	AT1G63400	N,N-dimethylaniline monooxygenase activity	0004499	2165.0	catalytic activity
4258	AT1G63420	ADP binding	0043531	22291.0	nucleotide binding | other binding
4259	AT1G63430	beta-ketoacyl-acyl-carrier-protein synthase III activity	0033818	28596.0	transferase activity
4260	AT1G63440	hydrolase activity, hydrolyzing O-glycosyl compounds	0004553	2781.0	hydrolase activity
4261	AT1G63450	RNA binding	0003723	1217.0	RNA binding
4262	AT1G63460	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4263	AT1G63470	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
4264	AT1G63480	cysteine-type endopeptidase activity	0004197	2042.0	catalytic activity | hydrolase activity
4265	AT1G63490	Hsp90 protein binding	0051879	22743.0	protein binding
4266	AT1G63500	GTPase activity	0003924	1041.0	hydrolase activity
4267	AT1G63520	pectinesterase inhibitor activity	0046910	14197.0	enzyme regulator activity
4268	AT1G63530	enzyme inhibitor activity	0004857	2267.0	enzyme regulator activity
4269	AT1G63570	mRNA binding	0003729	3091.0	RNA binding
4270	AT1G63580	pyridoxal phosphate binding	0030170	8613.0	other binding
4271	AT1G63590	phenethylamine:oxygen oxidoreductase (deaminating) activity	0052596	35627.0	catalytic activity
4272	AT1G63610	calcium ion binding	0005509	1755.0	other binding
4273	AT1G63630	oxidoreductase activity	0016491	3460.0	catalytic activity
4274	AT1G63640	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4275	AT1G63650	translation release factor activity	0003747	4486.0	translation factor activity, RNA binding
4276	AT1G63660	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4277	AT1G63670	O-methyltransferase activity	0008171	1175.0	transferase activity
4278	AT1G63680	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4279	AT1G63690	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4280	AT1G63700	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4281	AT1G63710	long-chain fatty acid-CoA ligase activity	0004467	3051.0	catalytic activity
4282	AT1G63720	ATP binding	0005524	894.0	other binding | nucleotide binding
4283	AT1G63730	L-aspartate:2-oxoglutarate aminotransferase activity	0004069	1612.0	transferase activity
4284	AT1G63740	DNA-binding transcription activator activity, RNA polymerase II-specific	0001228	40764.0	DNA-binding transcription factor activity
4285	AT1G63750	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
4286	AT1G63770	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4287	AT1G63780	RNA polymerase II cis-regulatory region sequence-specific DNA binding	0000978	35769.0	DNA binding | nucleic acid binding
4288	AT1G63800	dTDP-4-dehydrorhamnose reductase activity	0008831	2088.0	catalytic activity
4289	AT1G63810	phosphate ion transmembrane transporter activity	0015114	3652.0	transporter activity
4290	AT1G63820	protein binding	0005515	3877.0	protein binding
4291	AT1G63830	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
4292	AT1G63840	1-acylglycerophosphocholine O-acyltransferase activity	0047184	15715.0	transferase activity
4293	AT1G63850	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4294	AT1G63855	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4295	AT1G63860	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4296	AT1G63870	protein binding	0005515	3877.0	protein binding
4297	AT1G63880	sequence-specific DNA binding	0043565	22416.0	DNA binding
4298	AT1G63900	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4299	AT1G63910	serine-type endopeptidase activity	0004252	4112.0	catalytic activity | hydrolase activity
4300	AT1G63930	S-adenosylmethionine-dependent methyltransferase activity	0008757	1241.0	transferase activity
4301	AT1G63940	DNA clamp loader activity	0003689	962.0	hydrolase activity | DNA binding
4302	AT1G63960	UDP-arabinose 4-epimerase activity	0050373	16422.0	catalytic activity
4303	AT1G63970	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4304	AT1G63980	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4305	AT1G63990	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4306	AT1G64000	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4307	AT1G64010	nucleosome binding	0031491	21180.0	chromatin binding | other binding
4308	AT1G64020	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4309	AT1G64040	receptor serine/threonine kinase binding	0033612	28035.0	signaling receptor binding
4310	AT1G64050	RNA helicase activity	0003724	1221.0	catalytic activity | hydrolase activity
4311	AT1G64060	ATPase-coupled heme transmembrane transporter activity	0015439	2659.0	transporter activity
4312	AT1G64065	ribulose-phosphate 3-epimerase activity	0004750	4070.0	catalytic activity
4313	AT1G64070	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4314	AT1G64080	molecular_function_unknown	0003674	3226.0	unknown molecular functions
4315	AT1G64090	ADP binding	0043531	22291.0	nucleotide binding | other binding
